home_id	num_of_sents_0.6	num_very_neg_0.6	num_neg_0.6	num_neut_0.6	num_pos_0.6	num_very_pos_0.6	num_sents
23356	9	0	6	1	2	0	35
190984	57	3	25	4	24	1	299
613151	0	0	0	0	0	0	13
1022135	5	0	2	1	2	0	41
1263470	10	0	2	3	5	0	67
1549973	6	0	5	0	1	0	43
3706719	4	0	0	0	3	1	15
4041868	10	0	3	4	3	0	47
4126284	8	0	3	2	2	1	40
4951079	3	0	1	1	1	0	13
5104077	5	1	2	0	2	0	26
5353512	2	0	0	2	0	0	25
5637990	2	0	0	0	2	0	25
5792683	3	0	0	1	2	0	21
6019762	4	0	0	1	3	0	22
6215199	4	0	2	0	2	0	32
6250399	1	0	1	0	0	0	9
6701018	25	0	12	1	12	0	103
6728017	1	0	1	0	0	0	4
6959336	3	0	1	0	2	0	21
7071021	7	0	2	1	4	0	41
7415378	0	0	0	0	0	0	1
7839723	0	0	0	0	0	0	3
7965184	4	0	2	0	2	0	13
8061699	1	0	0	0	1	0	8
8083242	8	0	7	1	0	0	25
9157232	1	0	1	0	0	0	6
9183838	0	0	0	0	0	0	25
