	home_id	scores_cleanliness	scores_location	review_id	comments
3243	4872699	10.0	10.0	26059042	Awesome house and wonderful host! Would definitely stay there again!
3304	9015088	10.0	10.0	55140783	Lovely home, very comfortable and attractive, with great hospitality. Muna left us some nice treats and kept in contact to see if there was anything we needed to make our stay better
3305	9015088	10.0	10.0	56000906	I absolutely LOVED the place it was perfect for a girls getaway. It was my first time at a B&B so it was different but I was definitely not disappointed. The beds were so comfortable and soft and fluffy. The decor was very nice and homey. Way better than the hotel. We got parking really close to the place we were staying so that was a plus. Communication was great and she was there when we needed anything answer all in all a 10 out of 10!
3306	9015088	10.0	10.0	56411199	Muna is an amazing host! She is very nice and prepared everything for us. We will come back if we visit Seattle again.
3307	9015088	10.0	10.0	57183789	A couple of buddies and I stayed here for a trip to go to a Seahawks game and see some old college friends. Muna was absolutely incredible going through the booking process and during our stay. She was incredibly flexible and made sure we had everything we needed. The champagne and chocolates were also a nice touch! The condo itself is very inviting and spacious as we fit three comfortably and it is in the heart of Ballard. Would love to stay here in the future! Thanks so much for a wonderful time!
3308	9015088	10.0	10.0	58392485	Muna was a perfect hostess for her gorgeous condo. She prepared many personal touches to the condo that made my visiting brother and his daughters feel very welcome, and certainly made all the difference for them to stay at an Airbnb versus a hotel.  The condo has a great view of the surrounding community, with a little patio as well.  The condo was very clean and well organized and we would definitely recommend her place to others.
3309	3979496	10.0	10.0	18700689	Relaxing stay! I was in a tough transitory state, and Jayne put me up last minute, gave me space to sleep, made me tea, and was kind enough to inquire after me well-being. She's a solid lady! The room is well-kept with a big tv and all kinds of entertainment. Futon was actually comfortable. Would stay here again. 
3310	3979496	10.0	10.0	18928407	Stayed for three nights at Jayne's place. Jayne is a great host and knows all the good places in the city. Ballard is a lovely neighborhood with great restaurants in walking distance. I definitively recommend to stay here. By bus you easily get to downtown in less than 30min. Make sure to ask Jayne about her personal favourite sights and restaurants!
3311	3979496	10.0	10.0	19970524	"This awesome spot in Ballard was our first stop for a week in Seattle. The location and host can't be beat!
Jayne was so accommodating and friendly, she provided incredible directions to her home from the airport (we didn't have a car), as well as tips for getting around the neighborhood. She gave us some of the best tips for places to eat--we love food and thanks to Jayne we ate some of our favorite meals in Seattle in her neighborhood.
We got around just fine without a car! It's about a 10-15 minute walk to downtown Ballard, unending bars and cafés and restaurants. It's the place to be in Seattle! Quick 10 minute bus ride to Fremont, etc... Perfect location on a gorgeous neighborhood street!
The room was comfortable and secluded with a view of the garden. All things considered, this room is a bargain for the experience. A great place to come back to and unwind after a day of exploring. 
Jayne was our first host of the trip and she set a great tone! Can't wait to see her and her adorable doggy when we visit Seattle again! Thanks for the great times!"
3312	3979496	10.0	10.0	20402601	Jayne is a wonderful, warm and courteous host. She has a bevy of knowledge about good bars and restaurants in the area and accommodated all of our needs. She's very friendly and my boyfriend and i had fun chatting with her, but she knew to respect our space and privacy when we were tired and ready to relax. The room was very clean and private with a comfortable bed, and came equipped with an enormous apple TV. Also she has an adorable dog! We were only there for one night but i wish we could have stayed longer. Would definitely recommend a stay at Jayne's!
3313	3979496	10.0	10.0	20456277	"Jayne was a lovely and accommodating host for my quick overnight visit in Seattle. I was able to leave my bags with her before check-in and after check-out while I explored the city. The D-Line to downtown is just around the corner and I was able to spend the weekend in town without needing a car, walking to breakfast and dinner spots and catching the bus into town. Spent some time in the evening chatting with Jayne and her neighbor - really comfortable and easy conversation.

The room was as listed and provided all the amenities I needed. I'd definitely stay with Jayne again and highly recommend her home for a visit when you're in town."
