	home_id	scores_cleanliness	scores_location	review_id	comments
810	8988178	10.0	8.0	54923185	"Paige's place was very nice to come to after a long journey, and it immediately felt cozy and nice.  It was very clean and open, and the check in was smooth.  She had left fresh towels and a nice bag of soaps, and we immediately felt at home.  It was super convenient to get to and was very nicely situated in a great neighbourhood with lots of close amenities.  Great coffee shop 2 blocks away, and a nice breakfast joint as well.  There is a Whole Foods just down the hill which we walked to a few times.  

Also i have to say that Paige was nice to converse with and easy to ask questions to and the booking process was very accommodating.  We had a great stay at Paige's and Seattle, and we would definitely stay here again.  We definitely can recommend this place.

Thanks Paige!"
939	6291829	9.0	8.0	37476639	Kary was wonderful with all communication exchanges both prior to and during the trip.  The house is beautiful and so convenient to everything Seattle has to offer from city living to the gorgeous outlying nature preserves.  We were pleased with the dining recommendations offered and enjoyed a wide variety of menus within walking distance of the house.  Thank you for allowing our family to enjoy your home!!
940	6291829	9.0	8.0	37862643	House was beautiful, very clean and perfectly located.  katy was easy to work with and all was as promised.  This is an excellent place for a group - would highly recommend this to anyone!
941	6291829	9.0	8.0	38576860	The host canceled this reservation 27 days before arrival. This is an automated posting.
942	6291829	9.0	8.0	41358315	The listing was a little modest. The house was outstanding and the neighborhood better. Kary's home was all we could ask for, beautifully kept and perfect for us. 
943	6291829	9.0	8.0	41943504	The home and neighborhood is exactly as it is described. A great place in QA with lots to do all in walking distance.  There was a near cancelation from the owner but she worked it out and we got to stay in the home.  Glad we did because it is a beautiful home and perfect size for our 10 out of town guests.
3062	4395578	10.0	8.0	28706661	Great place in Ballard to stay in! Communication, check in, and checking out is all easy. Will definitely stay again!
4860	1179538	10.0	8.0	54492069	I was searching for a place last minute for my three piece band and I after our sleeping arrangements fell through. Varun was more than willing to host us on such short notice, Incredibly kind and easy going. Very clean home ! Overall excellent experience
4861	1179538	10.0	8.0	55507128	Very nice apartment, clean and quite.
7026	5126077	10.0	8.0	50053385	Brittain is very nice and kind. The place is very good to go to downtown. Also it was very cozy and neat.
7400	9199982	9.0	8.0	54790507	Very clean apartment. Location is very convenient for downtown and walking around Queen Anne.
7401	9199982	9.0	8.0	55483655	Nice & quiet apartment complex with secured entry/exit doors.  Best part was the view from living room and dining room area.   Parking was a challenge every evening though.   Walking from one tower to the other to get to the back entrance area was a little confusing in the first couple days.  I finally got the hang of it towards the end of my stay.  I stayed a total of 5 nights.  The elevator didn't work on the  last day and I had to walk around the front of the building to get to the back of the building to get to my car.  I couldn't figure out how to get down the stairs.  It was way early in the morning, I didn't want to call the host and I had a flight to catch.  Janny was very friendly and hospitable.   She even met me late in the night to give me the keys and a brief tour of the apartment and building complex.
7402	9199982	9.0	8.0	55853350	Janny's apartment was in a super convenient location to downtown with a beatiful view. It was a good size apartment so we had no problems bringing our bikes and not having them be in the way. It was a great stay overall, the only issues I had at all was that there was no wi-fi in the room (lobby only), there being no designated parking & having to park so far away and walk, and no tv (ultimately that was my own fault. Wi-fi & tv are my own preferences & I didn't even think to ask, I just assumed they would be there) These in no way took away from our trip, it was still a great stay & would recommend.
7403	9199982	9.0	8.0	56085740	Janny was easy to work with and available to connect with. The space was clean and convenient to some great Seattle neighborhoods.
7404	9199982	9.0	8.0	56682011	It was great to live here! 
7405	9199982	9.0	8.0	57726753	"Janny was very flexible and accommodating.  And she responded to all my communication very promptly.  

The space was clean and comfortable."
8342	4130112	8.0	8.0	20272324	The reservation was canceled the day before arrival. This is an automated posting.
8343	4130112	8.0	8.0	29987890	Jordan's place was great. The house was as advertised and the hot tub and grill made it a nice place to come home to after a long day's work.
8680	3939683	8.0	8.0	47516624	"This place was super nice. Location was good, facilities were all ok and host was so kind! 
I really like this place and recommend here!"
10124	6714817	10.0	8.0	36311687	Lovely place -  spotless, cozy, and comfortable, with lots of nice sunlight, though it is on a busy, bright street, and so may not be the right place for light sleepers. Cody was super responsive and thoughtful. He even left us travel toothpaste, etc. by the sink!
10125	6714817	10.0	8.0	37878387	Cody was a fantastic host, from the beginning we were able to communicate  effectively about the details of the reservation. He was not able to meet us in person but he had a designated person who opened the door for us right we we arrived.  When we arrived at the apartment, we found  a welcome letter, instructions and recommended places to eat and check out, that provided a very nice touch and were very helpful. The apartment itself was absolutely beautiful, I loved the decor and we found it extremely clean and welcoming. It was very comfortable and the bed was fantastic. We really appreciated having that air conditioning during that heat wave. The neighbourhood is very charming and conveniently located by an Interstate that would take you to downtown in about 10 minutes. Also, within walking distance to Freemont, which has lots of restaurants, shops and the Freemont Troll.  During our stay Cody continued to communicate with us and asked how things were going, we really had the most wonderful time and are truly grateful for the opportunity of staying in such a sweet home. 
10449	2986056	9.0	8.0	22191686	"The place is great. Brand new, lots of working space a nice kitchen and good people. Bikes are free to borrow, and helmets are provided.
As a hack space it's only starting, but it seems that i'll kick off soon. "
10450	2986056	9.0	8.0	22805949	"The house is beautiful and very comfortable, I met great persons there even though summer was over. From the moment of my visit the house was still far from the concept of a ""hackers house"", there are no events and no special effort on achieving techie interaction. So in general I would try the other house next time, I was kinda disappointed on that perspective."
10451	2986056	9.0	8.0	44299851	I was not the one who lived in the hacker house but my sister. It was a great learning experience for her and it was a stimulating environment. 
10452	2986056	9.0	8.0	52725257	A comfortable house with friendly and interesting hosts. Would stay again!
14132	2800448	10.0	8.0	38552759	Yana was awesome! The room and neighborhood were great as well! It's a short commute into town. Will be back again!
14133	2800448	10.0	8.0	38657923	Yana was super friendly and made it very easy to rent her room. The room was perfect, clean, and easy to get to from the airport (about 15 minutes). Yana thought of everything from a little fridge stocked with water to plenty of clean towels and a comfy bed. I would defintely stay again.
14134	2800448	10.0	8.0	38775680	"This was my first time using airbnb and I could not be happier! It was such a great experience overall and we had such lovely hosts. Yana and her husband both made us feel very welcome. We were able to chat to them both a little and they are extremely friendly, making it easier for us to feel comfortable. The space provided was exactly what my boyfriend and I wanted while in Seattle, and the location was a dream. We are walkers, so we enjoyed the 20-25 min walk to pike place market, however you are able to catch the bus just as easily close to the home. 
Our room/bathroom were super clean and they had even laid out information and maps of Seattle, along with a couple snacks and bottles of water in the fridge.  We were out exploring the city for the most part, but while in the room out privacy was respected. "
14135	2800448	10.0	8.0	39102787	Our stay at Yana's was great! My fiance and I wanted a place centrally located so we were close to everything. She was very helpful throughout our trip and before. We were adequately informed where to park and she let us know about some construction being done, so we wouldn't be surprised by anything. The room was comfortable, clean, and had everything we needed. 
14136	2800448	10.0	8.0	39823777	Yana is very friendly and service minded. The Place is in very good condition and clean. Location is good With several Public transportations available. Uber taxis are always nearby. Would most def. come back.
14137	2800448	10.0	8.0	40543987	The room was perfect. Exactly what we wanted. Private, clean and close to downtown. Yana was very nice and accommodating and after we decided we'd like to stay in town for an extra night we contacted her to see if there was any chance we could stay. She mentioned her previous reservations fell through and was happy to put us up for another night. Communication was awesome too. She'd respond to any questions within half an hour at the most. Would love to stay again and would recommend this room to all my family and friends when visiting beautiful Seattle.
14138	2800448	10.0	8.0	41051501	The place is as awesome as shown in the pictures. Very quite neighborhood with convenient public transportation to downtown(line 4&3 in the north and line 14 in the south that you to major tour spots in Seattle).  Would be great if travel with car. The place is well furnished and Yana kindly provided snacks and drinks for guest. And the bed is very comfortable.
14139	2800448	10.0	8.0	41898607	Yana's room was exactly as described. It's an ideal place for a night in Seattle. With its own entrance and ensuite bathroom, it's very private. In fact, we didn't get to meet Yana at all during our stay. She provided us with an access code and very clear instructions. This worked fine for us. The place was small but very clean and there were even some snacks and drinks stocked upon our arrival. The apartment is located in an area close to downtown which has a mixed feel to it (some nice but also some more sketchy looking buildings in the surrounding blocks). There is no immediate parking on the property itself so we had to park in another street. Overall we liked our stay and it was well organized by Yana.
14140	2800448	10.0	8.0	42089675	Great customer service! Yana responded to my inquiries quite timely. Very accommodating with my check-in time and happened to meet her on her way out of her drive way ready to go to the beach with friends, she happened to recognize me and right away had the car stopped, got out and proceeded to guide me to their home and room and gave me pertinent information about the room. The room itself and private bathroom was just as advertised and perfect for my short trip to Seattle. It was clean and conveniently located at the bottom of the townhome but not a basement room so not dark or has a low ceiling so no hassle or worry about disturbing anyone or bumping your head getting around and is perfect for privacy. There was a couple of granola bars offered, a nice convenient small refrigerator that had some cans of soda,  a microwave and a folder containing information about parking in the area and transportation services. The location was perfect and close to everything.
14141	2800448	10.0	8.0	42227164	The room was exactly what one needed for a comfortable and clean stay.  I enjoyed having our own access to the place to avoid disrupting anyone. A great location to access the city-centre easily on transit.
14142	2800448	10.0	8.0	42347389	Yana's place is just perfect. It has a private entrance with own bathroom, which give you a lot of privacy. The room was clean and quit. The location was also perfect. Yana was a really nice and carrying person. She gave us tips about the neighborhood and downtown. The room is Very close to downtown. I really recommend this place and Yana as host. 
14143	2800448	10.0	8.0	42501242	The place was so perfect, that we booked another night! 
14144	2800448	10.0	8.0	43513199	"I saw the host for 3 minutes on arrival and never again.  I had to use the same hand towel and bath towel the entire 7 nights of my stay.  There were no drinking cups.  Bed linens never changed.  My drinking cup for taking medications was an empty plastic 14 oz. milk bottle I used the entire week.  I received a text my 4th day, where I asked for drinking cups.  Never happened.
Room was nice and clean.  Service was absent."
14145	2800448	10.0	8.0	44312505	My stay w Yana was great! The room was just as described. The pamphlets she left and the bus app she suggested were both very helpful. She responds in a timely manner. There was construction on the road in front of the home. It's no big deal if you're catching a bus, but something to note if you may be coming from the airport in an uber. You can walk a few blocks in either direction from the home to catch a bus - that's very convenient. It can be a little noisy when the family are all gathered in the kitchen/living area having breakfast. Otherwise, no complaints. Would definitely plan to stay here if I was ever in the Seattle area again!
14146	2800448	10.0	8.0	44548977	My Mother was very hesitant try out AIRB&B on our trip. But she changed her mind after our stay at Yana's place. It was very clean and sweet. Very easy to get to.
14147	2800448	10.0	8.0	44923799	We really liked our stay at Yana's. The room is very nice, clean, private and has a comfortable bed. Private bathroom was really nice. Easy access to downtown Seattle by bus. We didn't meet Yana but her husband gave us all the info we needed and some great local tips.
14235	1905473	8.0	8.0	13720164	"I had a great time staying at Stephen's bungalow!
Stephen and Jen were excellent hosts! They even invited me out to a show in Fremont where their friend's band was playing. It was a great time!
The place was clean, and is a great location in the central district. Buses very close to downtown or the university district.

I highly recommend staying here! I might just stay there again! :D"
14236	1905473	8.0	8.0	16589568	"Steve and Jen were great hosts. They helped us find our way around and gave us some suggestions on what to see. The location of the house was close to the bus line and very walkable.  
I would recommend it."
14237	1905473	8.0	8.0	18803912	What a great place to stay for PAX!  While we didn't see our hosts much since we were at the convention and touring Seattle, they were very nice for the time we visited.  Check In/Out was very easy. The location is close to the bus line, but we decided to drive/take Lyft out of convenience (~$8).  Parking is very easy here!  Their garden is lovely, and if you're lucky they may have fresh eggs in the morning!  They are very environmentally friendly and have a beautiful home!
14238	1905473	8.0	8.0	34229960	It was a beautiful house that Stephen has and we truly enjoy our stay. 
14239	1905473	8.0	8.0	35420875	The host canceled this reservation 2 days before arrival. This is an automated posting.
14694	6864319	6.0	8.0	44240923	Kevin was an excellent host, both flexible and full of neighborhood recommendations.
14879	7205443	9.0	8.0	38065286	Marshall was extremely communicative and accommodating. His home was very spacious, clean, and comfortable, and was a quick Uber trip away from Seattle's best spots! 
14880	7205443	9.0	8.0	40519807	Please note this is a real basement appartment with almost no daylight at all. In Denmark this unit will not be allowed as a residence, but I don't know in the US. Fortunately there were garden furniture outside where we could stay. One of the beds were so soft that it was almost impossible to sleep 2 together. We did not feel for using the kitchen at all. There were some ants (and lot of ant cans in all windows to try to prevent this). We were confused of all the positive ratings on airbnb, but found out too late that it is not for this appartment (our mistake). 
14881	7205443	9.0	8.0	44715478	Marshall's place is really nice. It is very close to downtown. The public transportation nearby is very convenient. You can take the bus to many places you want to go. Though it is a half basement, there's still enough sunshine. Also, you can feel quite cool in the room in a hot summer. We really enjoy our stay here.
14882	7205443	9.0	8.0	46647203	The apartment was really nice and close to public transportation into downtown. The apartment was very spacious and provided everything we could possibly need, and for a very fair price. Marshall didn't meet us in person but was very responsive and left us with any and all instructions we needed. 
14883	7205443	9.0	8.0	47185964	"Marshall's basement apartment was very nice, spacious, and adequately clean. It accommodated my group of 6 comfortably. The apartment was a quick 10-15 minute drive to downtown.

I experienced miscommunication with check-in instructions, but Marshall was responsive to our calls/texts/e-mails. Having access to the washing machine and dryer was very convenient, especially because our clothes smelled like food from all of the great restaurants in Seattle! We ran out of laundry detergent, and Marshall provided us with some within a couple of hours.

In addition, my group realized we forgot a blanket after we left Seattle, and Marshall quickly and kindly responded to our messages, and he sent the blanket back to us. Overall, Marshall was communicative and very accommodating!"
14884	7205443	9.0	8.0	48465879	Marshall's place was great! Although my stay was short, this Airbnb was exactly what I needed-- well equipped, cozy, and centrally located. Marshall was very helpful and quickly responded to any questions I had. Thanks!
14885	7205443	9.0	8.0	49828756	Marshall is a great host. Though we did not meet in person he responded to all my emails quick and was so friendly! The basement suite is nice but the ceilings are quiet low so our tall friend struggled some but managed! Good location, close to amenities and a cheap uber ride. Thank you!
14886	7205443	9.0	8.0	54184014	Amazing location and decor. Head space was limited but not a huge issue even for three people over 6 feet. Awesome experience all round!
14887	7205443	9.0	8.0	55855742	We never met the host Marshall but it was a smooth check-in process regardless. It's the best basement/ lower level apartment we've stayed in  (lots of Windows for natural light, good distance between the 2 bedrooms to create privacy). It's in a convenient area too, only a $5 to $10 uber to get to most areas around the city. Thanks for having us Marshall :) 
14941	9300972	8.0	8.0	57705226	Didn't get a chance to meet Caitlyn and get husband but she was very easy to get a hold of and explained everything clearly. The place was lovely, in a great location with buses nearby that take you straight into downtown. The snack and pamphlets left along with the toiletries were a lovely touch by the hosts.
